"Product ID","Category","Description","Brand","Price","Color","Size","Material"
"101","T-shirt","Graphic Print T-shirt","XYZ","$27","Red","M","Cotton"
"102","Jeans","Skinny Fit Jeans","ABC","$45","Black","34*32","Denim"
"103","Scarf","Wool Blend Winter Scarf","LMN","$20","Grey","One","Wool"
"104","Shirt","Plaid Button-up Shirt","DEF","$35","Green","L","Cotton"
"105","Dress","Maxi Floral Print Dress","GHI","$60","Blue","XL","Polyester"
"106","Sneakers","High Top Canvas Sneakers","JK","$50","White","US 10","Canvas"
"107","Shorts","Denim Cargo Shorts","MNO","$40","Blue","36","Denim"
"108","Hoodie","Pullover Hoodie","PQR","$55","Navy","L","Fleece"
"109","Hat","Beanie Hat","STU","$15","Grey","One","Acrylic"
"110","Running Shoes","Lightweight Running Shoes","VWX","$80","Blue","US 9.5","Mesh"
"111","T-shirt","Vintage Graphic Tee","YZA","$30","Grey","XL","Cotton"
"112","Ripped Jeans","Acid Wash Ripped Jeans","BCD","$50","Black","32*34","Denim"
"113","Boots","Suede Chelsea Boots","EFG","$110","Brown","US 9","Suede"
"114","Leather Jacket","Moto Leather Jacket","HIJ","$150","Brown","XL","Leather"
"115","Bucket Hat","Reversible Bucket Hat","KLM","$25","Black","One Size","Cotton"
"116","Sunglasses","Wayfarer Sunglasses","NOP","$30","Tortoise","One Size","Plastic"
"117","Wrap Dress","Floral Wrap Maxi Dress","QRS","$65","Pink","M","Polyester"
"118","Blouse","Silk Ruffle Blouse","TUV","$45","Ivory","S","Silk"
"119","Cardigan","Cable Knit Cardigan","WXY","$35","Beige","XL","Wool"
"120","Leggings","High-Waisted Leggings","ZAB","$20","Black","M","Spandex"
"121","T-shirt","Pocket Tee","XYZ","$22","Green","L","Cotton"
"122","Jeans","Distressed Skinny Jeans","ABC","$50","Light","30*32","Denim"
"123","Scarf","Plaid Blanket Scarf","LMN","$18","Red","One","Acrylic"
"124","Shirt","Oxford Button-down Shirt","DEF","$40","White","M","Cotton"
"125","Dress","Midi Slip Dress","GHI","$55","Black","S","Silk"
"126","Sneakers","Slip-on Sneakers","JK","$45","Grey","US 8.5","Canvas"
"127","Shorts","Athletic Shorts","MNO","$30","Navy","34","Polyester"
"128","Hoodie","Zip-Up Hoodie","PQR","$60","CharcoalXL","","Fleece"
"129","Hat","Fedora Hat","STU","$25","Brown","One","Wool"
"130","Running Shoes","Trail Running Shoes","VWX","$90","Green","US 11","Mesh"
"131","T-shirt","Striped Pocket Tee","YZA","$28","Navy","XL","Cotton"
"132","Ripped Jeans","Frayed Hem Ripped Jeans","BCD","$55","Light","32*34","Denim"
"133","Boots","Lace-up Combat Boots","EFG","$120","Black","US 10","Leather"
"134","Leather Jacket","Bomber Leather Jacket","HIJ","$170","Black","L","Leather"
"135","Bucket Hat","Fisherman's Hat","KLM","$20","Khaki","One Size","Cotton"
"136","Sunglasses","Aviator Sunglasses","NOP","$35","Silver","One Size","Metal"
"137","Wrap Dress","Jersey Wrap Dress","QRS","$60","Black","L","Polyester"
"138","Blouse","Lace Peplum Blouse","TUV","$50","Black","M","Polyester"
"139","Cardigan","Open Front Cardigan","WXY","$30","Navy","M","Acrylic"
"140","Leggings","Printed Leggings","ZAB","$25","Purple","S","Spandex"
"141","T-shirt","V-neck Tee","XYZ","$25","White","M","Cotton"
"142","Jeans","Bootcut Jeans","ABC","$55","Blue","32*34","Denim"
"143","Scarf","Cashmere Scarf","LMN","$50","Navy","One","Cashmere"
"144","Shirt","Flannel Shirt","DEF","$45","Red","L","Cotton"
"145","Dress","Wrap Midi Dress","GHI","$70","Navy","M","Polyester"
"146","Sneakers","Classic Low Top Sneakers","JK","$40","Black","US 9","Canvas"
"147","Shorts","Chino Shorts","MNO","$35","Khaki","32","Cotton"
"148","Hoodie","Graphic Hoodie","PQR","$50","Blue","XL","Fleece"
"149","Hat","Bucket Hat","STU","$20","White","One","Cotton"
"150","Running Shoes","Road Running Shoes","VWX","$100","Grey","US 10","Mesh"
"151","T-shirt","Henley Tee","YZA","$30","Black","L","Cotton"
"152","Ripped Jeans","Destroyed Skinny Jeans","BCD","$60","Medium","32*34","Denim"
"153","Boots","Suede Desert Boots","EFG","$100","Taupe","US 11","Suede"
"154","Leather Jacket","Faux Leather Moto Jacket","HIJ","$80","Black","M","Faux Leather"
"155","Bucket Hat","Logo Bucket Hat","KLM","$30","Blue","One Size","Cotton"
"156","Sunglasses","Round Sunglasses","NOP","$25","Black","One Size","Plastic"
"157","Wrap Dress","Tie Front Wrap Dress","QRS","$70","Red","L","Polyester"
"158","Blouse","Off-the-Shoulder Blouse","TUV","$55","White","S","Polyester"
"159","Cardigan","Hooded Cardigan","WXY","$40","Grey","L","Acrylic"
"160","Leggings","Seamless Leggings","ZAB","$30","Black","L","Spandex"
"161","T-shirt","Crewneck Tee","XYZ","$20","Navy","XL","Cotton"
"162","Jeans","Straight Leg Jeans","ABC","$60","Dark","34*32","Denim"
"163","Scarf","Striped Scarf","LMN","$15","Blue","One","Acrylic"
"164","Shirt","Chambray Shirt","DEF","$50","Light","M","Cotton"
"165","Dress","Off-the-Shoulder Maxi Dress","GHI","$80","Burgundy","S","Polyester"
"166","Sneakers","Platform Sneakers","JK","$60","White","US 8.5","Leather"
"167","Shorts","Cargo Shorts","MNO","$45","Olive","36","Cotton"
"168","Hoodie","Fleece Hoodie","PQR","$45","Black","M","Fleece"
"169","Hat","Straw Hat","STU","$30","Natural","One","Straw"
"170","Running Shoes","Track Spikes","VWX","$120","Red","US 10.5","Synthetic"
"171","T-shirt","Scoop Neck Tee","YZA","$18","White","S","Cotton"
"172","Ripped Jeans","Distressed Boyfriend Jeans","BCD","$65","Light","32*32","Denim"
"173","Boots","Cowboy Boots","EFG","$150","Brown","US 9","Leather"
"174","Leather Jacket","Classic Leather Jacket","HIJ","$200","Brown","XL","Leather"
"175","Bucket Hat","Camouflage Bucket Hat","KLM","$35","Green","One Size","Cotton"
"176","Sunglasses","Cat Eye Sunglasses","NOP","$40","Tortoise","One Size","Plastic"
"177","Wrap Dress","Ruffled Wrap Dress","QRS","$75","Yellow","S","Polyester"
"178","Blouse","Button-Down Blouse","TUV","$60","Blue","M","Polyester"
"179","Cardigan","Longline Cardigan","WXY","$45","Oatmeal","L","Acrylic"
"180","Leggings","Cropped Leggings","ZAB","$22","Grey","S","Spandex"
"181","T-shirt","Ringer Tee","XYZ","$23","Red","M","Cotton"
"182","Jeans","High Rise Jeans","ABC","$70","Black","32*32","Denim"
"183","Scarf","Knit Infinity Scarf","LMN","$25","Burgundy","One","Acrylic"
"184","Shirt","Polo Shirt","DEF","$35","Navy","L","Cotton"
"185","Dress","Fit and Flare Dress","GHI","$65","Pink","M","Polyester"
"186","Sneakers","Athletic Sneakers","JK","$55","Grey","US 9.5","Mesh"
"187","Shorts","Denim Shorts","MNO","$25","Blue","34","Denim"
"188","Hoodie","Sherpa Hoodie","PQR","$70","Cream","XL","Sherpa"
"189","Hat","Snapback Hat","STU","$20","Black","One","Polyester"
"190","Running Shoes","Trail Running Shoes","VWX","$90","Blue","US 10","Mesh"
"191","T-shirt","Long Sleeve Tee","YZA","$25","White","XL","Cotton"
"192","Ripped Jeans","Ripped Skinny Jeans","BCD","$55","Medium","32*32","Denim"
"193","Boots","Chelsea Boots","EFG","$130","Black","US 10","Leather"
"194","Leather Jacket","Cropped Leather Jacket","HIJ","$180","Black","M","Leather"
"195","Bucket Hat","Sun Hat","KLM","$20","Yellow","One Size","Cotton"
"196","Sunglasses","Square Sunglasses","NOP","$35","Brown","One Size","Plastic"
"197","Wrap Dress","Floral Wrap Dress","QRS","$65","Blue","S","Polyester"
"198","Blouse","Sheer Blouse","TUV","$50","Black","M","Polyester"
"199","Cardigan","Ribbed Cardigan","WXY","$35","Charcoal","M","Acrylic"
"200","Leggings","Yoga Leggings","ZAB","$30","Navy","L","Spandex"
"201","T-shirt","Basic Crewneck Tee","XYZ","$15","Black","M","Cotton"
"202","Jeans","Slim Fit Jeans","ABC","$50","Medium","32*32","Denim"
"203","Scarf","Patterned Scarf","LMN","$20","Green","One","Cotton"
"204","Shirt","Button-up Shirt","DEF","$40","Light Blue","L","Cotton"
"205","Dress","Floral Print Dress","GHI","$55","Yellow","S","Polyester"
"206","Sneakers","Skate Shoes","JK","$45","Black","US 9","Suede"
"207","Shorts","Bermuda Shorts","MNO","$30","Grey","36","Cotton"
"208","Hoodie","Graphic Pullover Hoodie","PQR","$55","Red","XL","Fleece"
"209","Hat","Trucker Hat","STU","$15","Blue","One","Polyester"
"210","Running Shoes","Trail Running Shoes","VWX","$90","Black","US 10","Mesh"
"211","T-shirt","Graphic Tee","YZA","$25","Grey","L","Cotton"
"212","Ripped Jeans","Distressed Skinny Jeans","BCD","$60","Light","32*34","Denim"
"213","Boots","Lace-up Boots","EFG","$140","Tan","US 10","Leather"
"214","Leather Jacket","Hooded Leather Jacket","HIJ","$220","Brown","L","Leather"
"215","Bucket Hat","Fisherman Hat","KLM","$25","Navy","One Size","Cotton"
"216","Sunglasses","Oversized Sunglasses","NOP","$40","Black","One Size","Plastic"
"217","Wrap Dress","Floral Wrap Maxi Dress","QRS","$70","Pink","M","Polyester"
"218","Blouse","Peasant Blouse","TUV","$45","Cream","S","Polyester"
"219","Cardigan","Long Cardigan","WXY","$40","Black","L","Acrylic"
"220","Leggings","Fleece-Lined Leggings","ZAB","$35","Charcoal","M","Spandex"
"221","T-shirt","Vintage Tee","XYZ","$28","Navy","XL","Cotton"
"222","Jeans","Distressed Jeans","ABC","$55","Light Blue","32*34","Denim"
"223","Scarf","Cable Knit Scarf","LMN","$22","Beige","One","Acrylic"
"224","Shirt","Plaid Flannel Shirt","DEF","$45","Grey","L","Cotton"
"225","Dress","Ruffle Hem Dress","GHI","$60","Green","S","Polyester"
"226","Sneakers","Slip-On Canvas Sneakers","JK","$40","White","US 8.5","Canvas"
"227","Shorts","Drawstring Shorts","MNO","$25","Black","34","Cotton"
"228","Hoodie","Fleece Zip-Up Hoodie","PQR","$60","Grey","XL","Fleece"
"229","Hat","Beanie","STU","$18","Black","One","Acrylic"
"230","Running Shoes","Cushioned Running Shoes","VWX","$80","Black","US 10.5","Mesh"
"231","T-shirt","Pocket T-shirt","YZA","$22","Blue","M","Cotton"
"232","Ripped Jeans","High Waist Ripped Jeans","BCD","$65","Dark","32*34","Denim"
"233","Boots","Combat Boots","EFG","$130","Black","US 9","Leather"
"234","Leather Jacket","Biker Leather Jacket","HIJ","$190","Black","XL","Leather"
"235","Bucket Hat","Fisherman's Cap","KLM","$20","Black","One Size","Cotton"
"236","Sunglasses","Sport Sunglasses","NOP","$30","Black","One Size","Plastic"
"237","Wrap Dress","Floral Print Wrap Dress","QRS","$65","Navy","M","Polyester"
"238","Blouse","Satin Blouse","TUV","$50","Pink","M","Polyester"
"239","Cardigan","Chunky Knit Cardigan","WXY","$45","Olive","L","Acrylic"
"240","Leggings","Capri Leggings","ZAB","$20","Pink","S","Spandex"
"241","T-shirt","Striped Tee","XYZ","$25","Navy","XL","Cotton"
"242","Jeans","Skinny Jeans","ABC","$60","Dark Blue","32*32","Denim"
"243","Scarf","Chunky Scarf","LMN","$30","Cream","One","Acrylic"
"244","Shirt","Henley Shirt","DEF","$38","Black","L","Cotton"
"245","Dress","Bodycon Dress","GHI","$45","Red","S","Polyester"
"246","Sneakers","Classic Sneakers","JK","$50","White","US 9","Leather"
"247","Shorts","Cargo Bermuda Shorts","MNO","$40","Black","36","Cotton"
"248","Hoodie","Pullover Fleece Hoodie","PQR","$55","Navy","XL","Fleece"
"249","Hat","Flat Cap","STU","$25","Grey","One","Wool"
"250","Running Shoes","Minimalist Running Shoes","VWX","$100","Grey","US 11","Mesh"
"251","T-shirt","Printed Tee","YZA","$30","Black","L","Cotton"
"252","Ripped Jeans","Destroyed Jeans","BCD","$70","Medium Blue","32*34","Denim"
"253","Boots","Chukka Boots","EFG","$110","Tan","US 10","Leather"
"254","Leather Jacket","Moto Jacket","HIJ","$180","Brown","XL","Leather"
"255","Bucket Hat","Wide Brim Bucket Hat","KLM","$30","Beige","One Size","Cotton"
"256","Sunglasses","Mirrored Sunglasses","NOP","$35","Silver","One Size","Metal"
"257","Wrap Dress","Printed Wrap Dress","QRS","$70","Green","M","Polyester"
"258","Blouse","Ruffled Blouse","TUV","$50","Blue","M","Polyester"
"259","Cardigan","Chunky Cardigan","WXY","$45","Charcoal","L","Acrylic"
"260","Leggings","Patterned Leggings","ZAB","$25","Black","S","Spandex"
"261","T-shirt","Camo Tee","XYZ","$20","Green","XL","Cotton"
"262","Jeans","Cropped Jeans","ABC","$55","Light Blue","32*30","Denim"
"263","Scarf","Plaid Scarf","LMN","$20","Red","One","Acrylic"
"264","Shirt","Cuban Collar Shirt","DEF","$40","White","L","Cotton"
"265","Dress","Shift Dress","GHI","$50","Black","S","Polyester"
"266","Sneakers","Low Top Sneakers","JK","$45","Grey","US 9","Canvas"
"267","Shorts","Drawstring Cargo Shorts","MNO","$35","Olive","36","Cotton"
"268","Hoodie","Pullover Sweatshirt","PQR","$50","Black","XL","Fleece"
"269","Hat","Straw Fedora","STU","$30","Natural","One","Straw"
"270","Running Shoes","Trail Running Shoes","VWX","$90","Grey","US 10","Mesh"
"271","T-shirt","Striped T-shirt","YZA","$25","Navy","XL","Cotton"
"272","Ripped Jeans","Ripped Straight Leg Jeans","BCD","$60","Dark Blue","32*34","Denim"
"273","Boots","Lace-up Ankle Boots","EFG","$120","Brown","US 9","Leather"
"274","Leather Jacket","Quilted Leather Jacket","HIJ","$200","Black","L","Leather"
"275","Bucket Hat","Fisherman Cap","KLM","$20","Navy","One Size","Cotton"
"276","Sunglasses","Polarized Sunglasses","NOP","$40","Black","One Size","Plastic"
"277","Wrap Dress","Floral Wrap Dress","QRS","$65","Blue","S","Polyester"
"278","Blouse","Sleeveless Blouse","TUV","$45","White","M","Polyester"
"279","Cardigan","Knit Cardigan","WXY","$35","Grey","L","Acrylic"
"280","Leggings","Mesh Leggings","ZAB","$30","Black","M","Spandex"
"281","T-shirt","Slogan Tee","XYZ","$20","Grey","XL","Cotton"
"282","Jeans","Flare Jeans","ABC","$65","Medium Blue","32*32","Denim"
"283","Scarf","Oversized Scarf","LMN","$28","Black","One","Acrylic"
"284","Shirt","Camp Collar Shirt","DEF","$42","Blue","L","Cotton"
"285","Dress","Bodycon Mini Dress","GHI","$40","Navy","S","Polyester"
"286","Sneakers","Fashion Sneakers","JK","$55","White","US 9.5","Canvas"
"287","Shorts","Denim Bermuda Shorts","MNO","$30","Blue","34","Denim"
"288","Hoodie","Zip Hoodie","PQR","$55","Charcoal","XL","Fleece"
"289","Hat","Flat Brim Hat","STU","$25","Black","One","Polyester"
"290","Running Shoes","Lightweight Running Shoes","VWX","$80","Black","US 10.5","Mesh"
"291","T-shirt","Basic Tee","YZA","$18","White","L","Cotton"
"292","Ripped Jeans","Ripped Bootcut Jeans","BCD","$70","Light Blue","32*34","Denim"
"293","Boots","Combat Boots","EFG","$130","Black","US 10","Leather"
"294","Leather Jacket","Leather Moto Jacket","HIJ","$190","Black","XL","Leather"
"295","Bucket Hat","Fisherman's Hat","KLM","$20","Khaki","One Size","Cotton"
"296","Sunglasses","Round Frame Sunglasses","NOP","$35","Brown","One Size","Plastic"
"297","Wrap Dress","Tie Waist Wrap Dress","QRS","$70","Red","L","Polyester"
"298","Blouse","Printed Blouse","TUV","$50","Blue","M","Polyester"
